State,State Code,Year,Year Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Utah,49,2004,2004,Alcohol-Induced Causes,A,98,2401580,4.1,3.3,5,0.4
Utah,49,2004,2004,Total,,509,2401580,21.2,19.4,23,0.9
Utah,49,2005,2005,Drug-Induced Causes,D,481,2457719,19.6,17.8,21.3,0.9
Utah,49,2005,2005,Alcohol-Induced Causes,A,133,2457719,5.4,4.5,6.3,0.5
Utah,49,2005,2005,Total,,614,2457719,25,23,27,1
Utah,49,2006,2006,Drug-Induced Causes,D,481,2525507,19,17.3,20.7,0.9
Utah,49,2006,2006,Alcohol-Induced Causes,A,144,2525507,5.7,4.8,6.6,0.5
Utah,49,2006,2006,Total,,625,2525507,24.7,22.8,26.7,1
Utah,49,2007,2007,Drug-Induced Causes,D,546,2597746,21,19.3,22.8,0.9
Utah,49,2007,2007,Alcohol-Induced Causes,A,144,2597746,5.5,4.6,6.4,0.5
Utah,49,2007,2007,Total,,690,2597746,26.6,24.6,28.5,1
Utah,49,2008,2008,Drug-Induced Causes,D,483,2663029,18.1,16.5,19.8,0.8
Utah,49,2008,2008,Alcohol-Induced Causes,A,170,2663029,6.4,5.4,7.3,0.5
Utah,49,2008,2008,Total,,653,2663029,24.5,22.6,26.4,1
Utah,49,2009,2009,Drug-Induced Causes,D,508,2723421,18.7,17,20.3,0.8
Utah,49,2009,2009,Alcohol-Induced Causes,A,173,2723421,6.4,5.4,7.3,0.5
Utah,49,2009,2009,Total,,681,2723421,25,23.1,26.9,1
Utah,49,2010,2010,Drug-Induced Causes,D,457,2763885,16.5,15,18.1,0.8
Utah,49,2010,2010,Alcohol-Induced Causes,A,182,2763885,6.6,5.6,7.5,0.5
Utah,49,2010,2010,Total,,639,2763885,23.1,21.3,24.9,0.9
Utah,49,2011,2011,Drug-Induced Causes,D,520,2817222,18.5,16.9,20,0.8
Utah,49,2011,2011,Alcohol-Induced Causes,A,166,2817222,5.9,5,6.8,0.5
Utah,49,2011,2011,Total,,686,2817222,24.4,22.5,26.2,0.9
Utah,49,2012,2012,Drug-Induced Causes,D,612,2855287,21.4,19.7,23.1,0.9
Utah,49,2012,2012,Alcohol-Induced Causes,A,203,2855287,7.1,6.1,8.1,0.5
Utah,49,2012,2012,Total,,815,2855287,28.5,26.6,30.5,1
Utah,49,2013,2013,Drug-Induced Causes,D,612,2900872,21.1,19.4,22.8,0.9
Utah,49,2013,2013,Alcohol-Induced Causes,A,215,2900872,7.4,6.4,8.4,0.5
Utah,49,2013,2013,Total,,827,2900872,28.5,26.6,30.5,1
Utah,49,2014,2014,Drug-Induced Causes,D,617,2942902,21,19.3,22.6,0.8
Utah,49,2014,2014,Alcohol-Induced Causes,A,238,2942902,8.1,7.1,9.1,0.5
Utah,49,2014,2014,Total,,855,2942902,29.1,27.1,31,1
Utah,49,2015,2015,Drug-Induced Causes,D,667,2995919,22.3,20.6,24,0.9
Utah,49,2015,2015,Alcohol-Induced Causes,A,266,2995919,8.9,7.8,9.9,0.5
Utah,49,2015,2015,Total,,933,2995919,31.1,29.1,33.1,1
Utah,49,,,Total,,10439,44050407,23.7,23.2,24.2,0.2
Vermont,50,1999,1999,Drug-Induced Causes,D,31,604683,5.1,3.5,7.3,0.9
Vermont,50,1999,1999,Alcohol-Induced Causes,A,37,604683,6.1,4.3,8.4,1
Vermont,50,1999,1999,Total,,68,604683,11.2,8.7,14.3,1.4
Vermont,50,2000,2000,Drug-Induced Causes,D,37,608827,6.1,4.3,8.4,1
Vermont,50,2000,2000,Alcohol-Induced Causes,A,38,608827,6.2,4.4,8.6,1
Vermont,50,2000,2000,Total,,75,608827,12.3,9.7,15.4,1.4
Vermont,50,2001,2001,Drug-Induced Causes,D,53,612223,8.7,6.5,11.3,1.2
Vermont,50,2001,2001,Alcohol-Induced Causes,A,38,612223,6.2,4.4,8.5,1
Vermont,50,2001,2001,Total,,91,612223,14.9,12,18.2,1.6
Vermont,50,2002,2002,Drug-Induced Causes,D,54,615442,8.8,6.6,11.4,1.2
Vermont,50,2002,2002,Alcohol-Induced Causes,A,68,615442,11,8.6,14,1.3
Vermont,50,2002,2002,Total,,122,615442,19.8,16.3,23.3,1.8
Vermont,50,2003,2003,Drug-Induced Causes,D,73,617858,11.8,9.3,14.9,1.4
Vermont,50,2003,2003,Alcohol-Induced Causes,A,61,617858,9.9,7.6,12.7,1.3
Vermont,50,2003,2003,Total,,134,617858,21.7,18,25.4,1.9
Vermont,50,2004,2004,Drug-Induced Causes,D,52,619920,8.4,6.3,11,1.2
Vermont,50,2004,2004,Alcohol-Induced Causes,A,58,619920,9.4,7.1,12.1,1.2
Vermont,50,2004,2004,Total,,110,619920,17.7,14.4,21.1,1.7
Vermont,50,2005,2005,Drug-Induced Causes,D,55,621215,8.9,6.7,11.5,1.2
Vermont,50,2005,2005,Alcohol-Induced Causes,A,53,621215,8.5,6.4,11.2,1.2
Vermont,50,2005,2005,Total,,108,621215,17.4,14.1,20.7,1.7
Vermont,50,2006,2006,Drug-Induced Causes,D,83,622892,13.3,10.6,16.5,1.5
Vermont,50,2006,2006,Alcohol-Induced Causes,A,63,622892,10.1,7.8,12.9,1.3
Vermont,50,2006,2006,Total,,146,622892,23.4,19.6,27.2,1.9
Vermont,50,2007,2007,Drug-Induced Causes,D,68,623481,10.9,8.5,13.8,1.3
Vermont,50,2007,2007,Alcohol-Induced Causes,A,63,623481,10.1,7.8,12.9,1.3
Vermont,50,2007,2007,Total,,131,623481,21,17.4,24.6,1.8
Vermont,50,2008,2008,Drug-Induced Causes,D,76,624151,12.2,9.6,15.2,1.4
Vermont,50,2008,2008,Alcohol-Induced Causes,A,62,624151,9.9,7.6,12.7,1.3
Vermont,50,2008,2008,Total,,138,624151,22.1,18.4,25.8,1.9
Vermont,50,2009,2009,Drug-Induced Causes,D,57,624817,9.1,6.9,11.8,1.2
Vermont,50,2009,2009,Alcohol-Induced Causes,A,65,624817,10.4,8,13.3,1.3
Vermont,50,2009,2009,Total,,122,624817,19.5,16.1,23,1.8
Vermont,50,2010,2010,Drug-Induced Causes,D,68,625741,10.9,8.4,13.8,1.3
Vermont,50,2010,2010,Alcohol-Induced Causes,A,59,625741,9.4,7.2,12.2,1.2
Vermont,50,2010,2010,Total,,127,625741,20.3,16.8,23.8,1.8
Vermont,50,2011,2011,Drug-Induced Causes,D,87,626431,13.9,11.1,17.1,1.5
Vermont,50,2011,2011,Alcohol-Induced Causes,A,87,626431,13.9,11.1,17.1,1.5
Vermont,50,2011,2011,Total,,174,626431,27.8,23.6,31.9,2.1
Vermont,50,2012,2012,Drug-Induced Causes,D,81,626011,12.9,10.3,16.1,1.4
Vermont,50,2012,2012,Alcohol-Induced Causes,A,66,626011,10.5,8.2,13.4,1.3
Vermont,50,2012,2012,Total,,147,626011,23.5,19.7,27.3,1.9
Vermont,50,2013,2013,Drug-Induced Causes,D,99,626630,15.8,12.8,19.2,1.6
Vermont,50,2013,2013,Alcohol-Induced Causes,A,100,626630,16,12.8,19.1,1.6
Vermont,50,2013,2013,Total,,199,626630,31.8,27.3,36.2,2.3
Vermont,50,2014,2014,Drug-Induced Causes,D,90,626562,14.4,11.6,17.7,1.5
Vermont,50,2014,2014,Alcohol-Induced Causes,A,93,626562,14.8,12,18.2,1.5
Vermont,50,2014,2014,Total,,183,626562,29.2,25,33.4,2.2
Vermont,50,2015,2015,Drug-Induced Causes,D,111,626042,17.7,14.4,21,1.7
Vermont,50,2015,2015,Alcohol-Induced Causes,A,96,626042,15.3,12.4,18.7,1.6
Vermont,50,2015,2015,Total,,207,626042,33.1,28.6,37.6,2.3
Vermont,50,,,Total,,2282,10552926,21.6,20.7,22.5,0.5
Virginia,51,1999,1999,Drug-Induced Causes,D,391,7000174,5.6,5,6.1,0.3
Virginia,51,1999,1999,Alcohol-Induced Causes,A,333,7000174,4.8,4.2,5.3,0.3
Virginia,51,1999,1999,Total,,724,7000174,10.3,9.6,11.1,0.4
Virginia,51,2000,2000,Drug-Induced Causes,D,441,7078515,6.2,5.6,6.8,0.3
Virginia,51,2000,2000,Alcohol-Induced Causes,A,358,7078515,5.1,4.5,5.6,0.3
Virginia,51,2000,2000,Total,,799,7078515,11.3,10.5,12.1,0.4
Virginia,51,2001,2001,Drug-Induced Causes,D,503,7198362,7,6.4,7.6,0.3
Virginia,51,2001,2001,Alcohol-Induced Causes,A,350,7198362,4.9,4.4,5.4,0.3
Virginia,51,2001,2001,Total,,853,7198362,11.8,11.1,12.6,0.4
Virginia,51,2002,2002,Drug-Induced Causes,D,527,7286873,7.2,6.6,7.8,0.3
Virginia,51,2002,2002,Alcohol-Induced Causes,A,330,7286873,4.5,4,5,0.2
Virginia,51,2002,2002,Total,,857,7286873,11.8,11,12.5,0.4
Virginia,51,2003,2003,Drug-Induced Causes,D,580,7366977,7.9,7.2,8.5,0.3
Virginia,51,2003,2003,Alcohol-Induced Causes,A,391,7366977,5.3,4.8,5.8,0.3
Virginia,51,2003,2003,Total,,971,7366977,13.2,12.4,14,0.4
Virginia,51,2004,2004,Drug-Induced Causes,D,595,7475575,8,7.3,8.6,0.3
Virginia,51,2004,2004,Alcohol-Induced Causes,A,332,7475575,4.4,4,4.9,0.2
Virginia,51,2004,2004,Total,,927,7475575,12.4,11.6,13.2,0.4
Virginia,51,2005,2005,Drug-Induced Causes,D,617,7577105,8.1,7.5,8.8,0.3
Virginia,51,2005,2005,Alcohol-Induced Causes,A,350,7577105,4.6,4.1,5.1,0.2
Virginia,51,2005,2005,Total,,967,7577105,12.8,12,13.6,0.4
Virginia,51,2006,2006,Drug-Induced Causes,D,670,7673725,8.7,8.1,9.4,0.3
Virginia,51,2006,2006,Alcohol-Induced Causes,A,348,7673725,4.5,4.1,5,0.2
Virginia,51,2006,2006,Total,,1018,7673725,13.3,12.5,14.1,0.4
Virginia,51,2007,2007,Drug-Induced Causes,D,713,7751000,9.2,8.5,9.9,0.3
Virginia,51,2007,2007,Alcohol-Induced Causes,A,445,7751000,5.7,5.2,6.3,0.3
Virginia,51,2007,2007,Total,,1158,7751000,14.9,14.1,15.8,0.4
Virginia,51,2008,2008,Drug-Induced Causes,D,730,7833496,9.3,8.6,10,0.3
Virginia,51,2008,2008,Alcohol-Induced Causes,A,460,7833496,5.9,5.3,6.4,0.3
Virginia,51,2008,2008,Total,,1190,7833496,15.2,14.3,16.1,0.4
Virginia,51,2009,2009,Drug-Induced Causes,D,700,7925937,8.8,8.2,9.5,0.3
Virginia,51,2009,2009,Alcohol-Induced Causes,A,418,7925937,5.3,4.8,5.8,0.3
Virginia,51,2009,2009,Total,,1118,7925937,14.1,13.3,14.9,0.4
Virginia,51,2010,2010,Drug-Induced Causes,D,571,8001024,7.1,6.6,7.7,0.3
Virginia,51,2010,2010,Alcohol-Induced Causes,A,414,8001024,5.2,4.7,5.7,0.3
Virginia,51,2010,2010,Total,,985,8001024,12.3,11.5,13.1,0.4
Virginia,51,2011,2011,Drug-Induced Causes,D,817,8096604,10.1,9.4,10.8,0.4
Virginia,51,2011,2011,Alcohol-Induced Causes,A,495,8096604,6.1,5.6,6.7,0.3
Virginia,51,2011,2011,Total,,1312,8096604,16.2,15.3,17.1,0.4
Virginia,51,2012,2012,Drug-Induced Causes,D,755,8185867,9.2,8.6,9.9,0.3
Virginia,51,2012,2012,Alcohol-Induced Causes,A,531,8185867,6.5,5.9,7,0.3
Virginia,51,2012,2012,Total,,1286,8185867,15.7,14.9,16.6,0.4
Virginia,51,2013,2013,Drug-Induced Causes,D,890,8260405,10.8,10.1,11.5,0.4
Virginia,51,2013,2013,Alcohol-Induced Causes,A,496,8260405,6,5.5,6.5,0.3
Virginia,51,2013,2013,Total,,1386,8260405,16.8,15.9,17.7,0.5
Virginia,51,2014,2014,Drug-Induced Causes,D,1002,8326289,12,11.3,12.8,0.4
Virginia,51,2014,2014,Alcohol-Induced Causes,A,550,8326289,6.6,6.1,7.2,0.3
Virginia,51,2014,2014,Total,,1552,8326289,18.6,17.7,19.6,0.5
Virginia,51,2015,2015,Drug-Induced Causes,D,1070,8382993,12.8,12,13.5,0.4
Virginia,51,2015,2015,Alcohol-Induced Causes,A,655,8382993,7.8,7.2,8.4,0.3
Virginia,51,2015,2015,Total,,1725,8382993,20.6,19.6,21.5,0.5
Virginia,51,,,Total,,18828,131420921,14.3,14.1,14.5,0.1
Washington,53,1999,1999,Drug-Induced Causes,D,596,5842564,10.2,9.4,11,0.4
Washington,53,1999,1999,Alcohol-Induced Causes,A,566,5842564,9.7,8.9,10.5,0.4
Washington,53,1999,1999,Total,,1162,5842564,19.9,18.7,21,0.6
Washington,53,2000,2000,Drug-Induced Causes,D,599,5894121,10.2,9.3,11,0.4
Washington,53,2000,2000,Alcohol-Induced Causes,A,524,5894121,8.9,8.1,9.7,0.4
Washington,53,2000,2000,Total,,1123,5894121,19.1,17.9,20.2,0.6
Washington,53,2001,2001,Drug-Induced Causes,D,547,5985722,9.1,8.4,9.9,0.4
Washington,53,2001,2001,Alcohol-Induced Causes,A,611,5985722,10.2,9.4,11,0.4
Washington,53,2001,2001,Total,,1158,5985722,19.3,18.2,20.5,0.6
Washington,53,2002,2002,Drug-Induced Causes,D,694,6052349,11.5,10.6,12.3,0.4
Washington,53,2002,2002,Alcohol-Induced Causes,A,574,6052349,9.5,8.7,10.3,0.4
Washington,53,2002,2002,Total,,1268,6052349,21,19.8,22.1,0.6
Washington,53,2003,2003,Drug-Induced Causes,D,752,6104115,12.3,11.4,13.2,0.4
Washington,53,2003,2003,Alcohol-Induced Causes,A,629,6104115,10.3,9.5,11.1,0.4
Washington,53,2003,2003,Total,,1381,6104115,22.6,21.4,23.8,0.6
Washington,53,2004,2004,Drug-Induced Causes,D,888,6178645,14.4,13.4,15.3,0.5
Washington,53,2004,2004,Alcohol-Induced Causes,A,633,6178645,10.2,9.4,11,0.4
Washington,53,2004,2004,Total,,1521,6178645,24.6,23.4,25.9,0.6
Washington,53,2005,2005,Drug-Induced Causes,D,931,6257305,14.9,13.9,15.8,0.5
Washington,53,2005,2005,Alcohol-Induced Causes,A,616,6257305,9.8,9.1,10.6,0.4
Washington,53,2005,2005,Total,,1547,6257305,24.7,23.5,26,0.6
Washington,53,2006,2006,Drug-Induced Causes,D,970,6370753,15.2,14.3,16.2,0.5
Washington,53,2006,2006,Alcohol-Induced Causes,A,663,6370753,10.4,9.6,11.2,0.4
Washington,53,2006,2006,Total,,1633,6370753,25.6,24.4,26.9,0.6
Washington,53,2007,2007,Drug-Induced Causes,D,1003,6461587,15.5,14.6,16.5,0.5
Washington,53,2007,2007,Alcohol-Induced Causes,A,718,6461587,11.1,10.3,11.9,0.4
Washington,53,2007,2007,Total,,1721,6461587,26.6,25.4,27.9,0.6
Washington,53,2008,2008,Drug-Induced Causes,D,1058,6562231,16.1,15.2,17.1,0.5
Washington,53,2008,2008,Alcohol-Induced Causes,A,780,6562231,11.9,11.1,12.7,0.4
Washington,53,2008,2008,Total,,1838,6562231,28,26.7,29.3,0.7
Washington,53,2009,2009,Drug-Induced Causes,D,1031,6667426,15.5,14.5,16.4,0.5
Washington,53,2009,2009,Alcohol-Induced Causes,A,815,6667426,12.2,11.4,13.1,0.4
Washington,53,2009,2009,Total,,1846,6667426,27.7,26.4,28.9,0.6
Washington,53,2010,2010,Drug-Induced Causes,D,962,6724540,14.3,13.4,15.2,0.5
Washington,53,2010,2010,Alcohol-Induced Causes,A,850,6724540,12.6,11.8,13.5,0.4
Washington,53,2010,2010,Total,,1812,6724540,26.9,25.7,28.2,0.6
Washington,53,2011,2011,Drug-Induced Causes,D,1050,6830038,15.4,14.4,16.3,0.5
Washington,53,2011,2011,Alcohol-Induced Causes,A,870,6830038,12.7,11.9,13.6,0.4
Washington,53,2011,2011,Total,,1920,6830038,28.1,26.9,29.4,0.6
Washington,53,2012,2012,Drug-Induced Causes,D,1033,6897012,15,14.1,15.9,0.5
Washington,53,2012,2012,Alcohol-Induced Causes,A,960,6897012,13.9,13,14.8,0.4
Washington,53,2012,2012,Total,,1993,6897012,28.9,27.6,30.2,0.6
Washington,53,2013,2013,Drug-Induced Causes,D,1042,6971406,14.9,14,15.9,0.5
Washington,53,2013,2013,Alcohol-Induced Causes,A,1042,6971406,14.9,14,15.9,0.5
Washington,53,2013,2013,Total,,2084,6971406,29.9,28.6,31.2,0.7
Washington,53,2014,2014,Drug-Induced Causes,D,1058,7061530,15,14.1,15.9,0.5
Washington,53,2014,2014,Alcohol-Induced Causes,A,1039,7061530,14.7,13.8,15.6,0.5
Washington,53,2014,2014,Total,,2097,7061530,29.7,28.4,31,0.6
Washington,53,2015,2015,Drug-Induced Causes,D,1189,7170351,16.6,15.6,17.5,0.5
Washington,53,2015,2015,Alcohol-Induced Causes,A,1100,7170351,15.3,14.4,16.2,0.5
Washington,53,2015,2015,Total,,2289,7170351,31.9,30.6,33.2,0.7
Washington,53,,,Total,,28393,110031695,25.8,25.5,26.1,0.2
West Virginia,54,1999,1999,Drug-Induced Causes,D,80,1811799,4.4,3.5,5.5,0.5
West Virginia,54,1999,1999,Alcohol-Induced Causes,A,117,1811799,6.5,5.3,7.6,0.6
West Virginia,54,1999,1999,Total,,197,1811799,10.9,9.4,12.4,0.8
West Virginia,54,2000,2000,Drug-Induced Causes,D,122,1808344,6.7,5.5,7.9,0.6
West Virginia,54,2000,2000,Alcohol-Induced Causes,A,146,1808344,8.1,6.8,9.4,0.7
West Virginia,54,2000,2000,Total,,268,1808344,14.8,13,16.6,0.9
West Virginia,54,2001,2001,Drug-Induced Causes,D,217,1801481,12,10.4,13.6,0.8
West Virginia,54,2001,2001,Alcohol-Induced Causes,A,132,1801481,7.3,6.1,8.6,0.6
West Virginia,54,2001,2001,Total,,349,1801481,19.4,17.3,21.4,1
West Virginia,54,2002,2002,Drug-Induced Causes,D,237,1805414,13.1,11.5,14.8,0.9
West Virginia,54,2002,2002,Alcohol-Induced Causes,A,128,1805414,7.1,5.9,8.3,0.6
West Virginia,54,2002,2002,Total,,365,1805414,20.2,18.1,22.3,1.1
West Virginia,54,2003,2003,Drug-Induced Causes,D,279,1812295,15.4,13.6,17.2,0.9
West Virginia,54,2003,2003,Alcohol-Induced Causes,A,155,1812295,8.6,7.2,9.9,0.7
West Virginia,54,2003,2003,Total,,434,1812295,23.9,21.7,26.2,1.1
West Virginia,54,2004,2004,Drug-Induced Causes,D,347,1816438,19.1,17.1,21.1,1
West Virginia,54,2004,2004,Alcohol-Induced Causes,A,134,1816438,7.4,6.1,8.6,0.6
West Virginia,54,2004,2004,Total,,481,1816438,26.5,24.1,28.8,1.2
West Virginia,54,2005,2005,Drug-Induced Causes,D,197,1820492,10.8,9.3,12.3,0.8
West Virginia,54,2005,2005,Alcohol-Induced Causes,A,112,1820492,6.2,5,7.3,0.6
West Virginia,54,2005,2005,Total,,309,1820492,17,15.1,18.9,1
West Virginia,54,2006,2006,Drug-Induced Causes,D,378,1827912,20.7,18.6,22.8,1.1
West Virginia,54,2006,2006,Alcohol-Induced Causes,A,137,1827912,7.5,6.2,8.7,0.6
West Virginia,54,2006,2006,Total,,515,1827912,28.2,25.7,30.6,1.2
West Virginia,54,2007,2007,Drug-Induced Causes,D,405,1834052,22.1,19.9,24.2,1.1
West Virginia,54,2007,2007,Alcohol-Induced Causes,A,165,1834052,9,7.6,10.4,0.7
West Virginia,54,2007,2007,Total,,570,1834052,31.1,28.5,33.6,1.3
West Virginia,54,2008,2008,Drug-Induced Causes,D,468,1840310,25.4,23.1,27.7,1.2
West Virginia,54,2008,2008,Alcohol-Induced Causes,A,132,1840310,7.2,5.9,8.4,0.6
West Virginia,54,2008,2008,Total,,600,1840310,32.6,30,35.2,1.3
West Virginia,54,2009,2009,Drug-Induced Causes,D,235,1847775,12.7,11.1,14.3,0.8
West Virginia,54,2009,2009,Alcohol-Induced Causes,A,141,1847775,7.6,6.4,8.9,0.6
West Virginia,54,2009,2009,Total,,376,1847775,20.3,18.3,22.4,1
West Virginia,54,2010,2010,Drug-Induced Causes,D,520,1852994,28.1,25.7,30.5,1.2
West Virginia,54,2010,2010,Alcohol-Induced Causes,A,139,1852994,7.5,6.3,8.7,0.6
West Virginia,54,2010,2010,Total,,659,1852994,35.6,32.8,38.3,1.4
West Virginia,54,2011,2011,Drug-Induced Causes,D,645,1855364,34.8,32.1,37.4,1.4
West Virginia,54,2011,2011,Alcohol-Induced Causes,A,168,1855364,9.1,7.7,10.4,0.7
West Virginia,54,2011,2011,Total,,813,1855364,43.8,40.8,46.8,1.5
West Virginia,54,2012,2012,Drug-Induced Causes,D,576,1855413,31,28.5,33.6,1.3
West Virginia,54,2012,2012,Alcohol-Induced Causes,A,170,1855413,9.2,7.8,10.5,0.7
West Virginia,54,2012,2012,Total,,746,1855413,40.2,37.3,43.1,1.5
West Virginia,54,2013,2013,Drug-Induced Causes,D,583,1854304,31.4,28.9,34,1.3
West Virginia,54,2013,2013,Alcohol-Induced Causes,A,160,1854304,8.6,7.3,10,0.7
West Virginia,54,2013,2013,Total,,743,1854304,40.1,37.2,43,1.5
West Virginia,54,2014,2014,Drug-Induced Causes,D,646,1850326,34.9,32.2,37.6,1.4
West Virginia,54,2014,2014,Alcohol-Induced Causes,A,195,1850326,10.5,9.1,12,0.8
West Virginia,54,2014,2014,Total,,841,1850326,45.5,42.4,48.5,1.6
West Virginia,54,2015,2015,Drug-Induced Causes,D,750,1844128,40.7,37.8,43.6,1.5
West Virginia,54,2015,2015,Alcohol-Induced Causes,A,193,1844128,10.5,9,11.9,0.8
West Virginia,54,2015,2015,Total,,943,1844128,51.1,47.9,54.4,1.7
West Virginia,54,,,Total,,9209,31138841,29.6,29,30.2,0.3
Wisconsin,55,1999,1999,Drug-Induced Causes,D,237,5332666,4.4,3.9,5,0.3
Wisconsin,55,1999,1999,Alcohol-Induced Causes,A,356,5332666,6.7,6,7.4,0.4
Wisconsin,55,1999,1999,Total,,593,5332666,11.1,10.2,12,0.5
Wisconsin,55,2000,2000,Drug-Induced Causes,D,278,5363675,5.2,4.6,5.8,0.3
Wisconsin,55,2000,2000,Alcohol-Induced Causes,A,395,5363675,7.4,6.6,8.1,0.4
Wisconsin,55,2000,2000,Total,,673,5363675,12.5,11.6,13.5,0.5
Wisconsin,55,2001,2001,Drug-Induced Causes,D,297,5406835,5.5,4.9,6.1,0.3
Wisconsin,55,2001,2001,Alcohol-Induced Causes,A,391,5406835,7.2,6.5,7.9,0.4
Wisconsin,55,2001,2001,Total,,688,5406835,12.7,11.8,13.7,0.5
Wisconsin,55,2002,2002,Drug-Induced Causes,D,364,5445162,6.7,6,7.4,0.4
Wisconsin,55,2002,2002,Alcohol-Induced Causes,A,380,5445162,7,6.3,7.7,0.4
Wisconsin,55,2002,2002,Total,,744,5445162,13.7,12.7,14.6,0.5
Wisconsin,55,2003,2003,Drug-Induced Causes,D,433,5479203,7.9,7.2,8.6,0.4
Wisconsin,55,2003,2003,Alcohol-Induced Causes,A,417,5479203,7.6,6.9,8.3,0.4
Wisconsin,55,2003,2003,Total,,850,5479203,15.5,14.5,16.6,0.5
Wisconsin,55,2004,2004,Drug-Induced Causes,D,483,5514026,8.8,8,9.5,0.4
Wisconsin,55,2004,2004,Alcohol-Induced Causes,A,417,5514026,7.6,6.8,8.3,0.4
Wisconsin,55,2004,2004,Total,,900,5514026,16.3,15.3,17.4,0.5
Wisconsin,55,2005,2005,Drug-Induced Causes,D,561,5546166,10.1,9.3,11,0.4
Wisconsin,55,2005,2005,Alcohol-Induced Causes,A,468,5546166,8.4,7.7,9.2,0.4
Wisconsin,55,2005,2005,Total,,1029,5546166,18.6,17.4,19.7,0.6
Wisconsin,55,2006,2006,Drug-Induced Causes,D,642,5577655,11.5,10.6,12.4,0.5
Wisconsin,55,2006,2006,Alcohol-Induced Causes,A,424,5577655,7.6,6.9,8.3,0.4
Wisconsin,55,2006,2006,Total,,1066,5577655,19.1,18,20.3,0.6
Wisconsin,55,2007,2007,Drug-Induced Causes,D,639,5610775,11.4,10.5,12.3,0.5
Wisconsin,55,2007,2007,Alcohol-Induced Causes,A,489,5610775,8.7,7.9,9.5,0.4
Wisconsin,55,2007,2007,Total,,1128,5610775,20.1,18.9,21.3,0.6
Wisconsin,55,2008,2008,Drug-Induced Causes,D,622,5640996,11,10.2,11.9,0.4
Wisconsin,55,2008,2008,Alcohol-Induced Causes,A,463,5640996,8.2,7.5,9,0.4
Wisconsin,55,2008,2008,Total,,1085,5640996,19.2,18.1,20.4,0.6
Wisconsin,55,2009,2009,Drug-Induced Causes,D,641,5669264,11.3,10.4,12.2,0.4
Wisconsin,55,2009,2009,Alcohol-Induced Causes,A,469,5669264,8.3,7.5,9,0.4
Wisconsin,55,2009,2009,Total,,1110,5669264,19.6,18.4,20.7,0.6
Wisconsin,55,2010,2010,Drug-Induced Causes,D,635,5686986,11.2,10.3,12,0.4
Wisconsin,55,2010,2010,Alcohol-Induced Causes,A,500,5686986,8.8,8,9.6,0.4
Wisconsin,55,2010,2010,Total,,1135,5686986,20,18.8,21.1,0.6
Wisconsin,55,2011,2011,Drug-Induced Causes,D,712,5711767,12.5,11.5,13.4,0.5
Wisconsin,55,2011,2011,Alcohol-Induced Causes,A,506,5711767,8.9,8.1,9.6,0.4
Wisconsin,55,2011,2011,Total,,1218,5711767,21.3,20.1,22.5,0.6
Wisconsin,55,2012,2012,Drug-Induced Causes,D,714,5726398,12.5,11.6,13.4,0.5
Wisconsin,55,2012,2012,Alcohol-Induced Causes,A,557,5726398,9.7,8.9,10.5,0.4
Wisconsin,55,2012,2012,Total,,1271,5726398,22.2,21,23.4,0.6
Wisconsin,55,2013,2013,Drug-Induced Causes,D,874,5742713,15.2,14.2,16.2,0.5
Wisconsin,55,2013,2013,Alcohol-Induced Causes,A,584,5742713,10.2,9.3,11,0.4
Wisconsin,55,2013,2013,Total,,1458,5742713,25.4,24.1,26.7,0.7
Wisconsin,55,2014,2014,Drug-Induced Causes,D,874,5757564,15.2,14.2,16.2,0.5
Wisconsin,55,2014,2014,Alcohol-Induced Causes,A,630,5757564,10.9,10.1,11.8,0.4
Wisconsin,55,2014,2014,Total,,1504,5757564,26.1,24.8,27.4,0.7
Wisconsin,55,2015,2015,Drug-Induced Causes,D,894,5771337,15.5,14.5,16.5,0.5
Wisconsin,55,2015,2015,Alcohol-Induced Causes,A,638,5771337,11.1,10.2,11.9,0.4
Wisconsin,55,2015,2015,Total,,1532,5771337,26.5,25.2,27.9,0.7
Wisconsin,55,,,Total,,17984,94983188,18.9,18.7,19.2,0.1
Wyoming,56,1999,1999,Drug-Induced Causes,D,21,491780,4.3,2.6,6.5,0.9
Wyoming,56,1999,1999,Alcohol-Induced Causes,A,60,491780,12.2,9.3,15.7,1.6
Wyoming,56,1999,1999,Total,,81,491780,16.5,13.1,20.5,1.8
Wyoming,56,2000,2000,Drug-Induced Causes,D,27,493782,5.5,3.6,8,1.1
Wyoming,56,2000,2000,Alcohol-Induced Causes,A,64,493782,13,10,16.6,1.6
Wyoming,56,2000,2000,Total,,91,493782,18.4,14.8,22.6,1.9
Wyoming,56,2001,2001,Drug-Induced Causes,D,25,494657,5.1,3.3,7.5,1
Wyoming,56,2001,2001,Alcohol-Induced Causes,A,57,494657,11.5,8.7,14.9,1.5
Wyoming,56,2001,2001,Total,,82,494657,16.6,13.2,20.6,1.8
Wyoming,56,2002,2002,Drug-Induced Causes,D,36,500017,7.2,5,10,1.2
Wyoming,56,2002,2002,Alcohol-Induced Causes,A,76,500017,15.2,12,19,1.7
Wyoming,56,2002,2002,Total,,112,500017,22.4,18.3,26.5,2.1
